ID,Revenu,Souscription_web,Residence,Anciennete_proprietaire,Anciennete_emploi,Nombre_cartes,Passif_carte,Nombre_prets_accordes
116200,45452,Oui,Propriétaire,12,24,1,5490,1
116201,44787,Oui,Propriétaire,9,4,2,982,0
116202,51498,Oui,Propriétaire,26,9,1,589,1
116203,92000,Oui,Location,21,27,2,684,1
116204,93000,Oui,Location,15,3,1,88,1
116205,52772,Oui,Propriétaire,23,9,2,1348,1
116206,58529,Oui,Propriétaire,0,9,1,1108,0
116207,53983,Oui,Propriétaire,1,9,2,2117,0
116208,94000,Oui,Location,9,20,2,3195,1
116209,95000,Non,Location,2,20,1,452,0
116210,96000,Non,Location,9,22,1,823,1
116211,43823,Non,Propriétaire,14,1,2,2245,1
116212,43151,Non,Propriétaire,6,9,1,681,1
116213,97000,Oui,Location,5,5,1,1250,0
116214,44230,Oui,Propriétaire,9,22,2,3106,0
116215,98000,Oui,Location,5,23,1,466,0
116216,99000,Oui,Location,21,17,2,490,1
116217,53842,Oui,Propriétaire,25,13,2,3115,0
116218,58381,Oui,Location,16,12,1,829,0
116219,51385,Oui,Propriétaire,14,10,1,777,0
116220,100000,Oui,Location,1,14,2,1001,1
116221,49866,Non,Propriétaire,10,24,1,2493,0
116222,48607,Oui,Propriétaire,19,23,2,985,1
116223,43593,Oui,Propriétaire,13,0,1,2315,0
116224,44202,Oui,Propriétaire,8,0,2,748,0
116225,45715,Oui,Propriétaire,8,14,2,772,1
116226,44974,Oui,Locataire gratuit,14,18,2,2772,0
116227,52725,Oui,Location,26,9,2,12,0
116228,101000,Oui,Locataire gratuit,17,5,2,1171,0
116229,43650,Oui,Locataire gratuit,8,12,1,267,0
116230,102000,Non,Propriétaire,16,15,2,116,0
116231,51383,Non,Propriétaire,19,12,2,1119,1
116232,103000,Oui,Logement social,0,15,2,397,0
116233,104000,Oui,Location,19,8,1,732,0
116234,105000,Oui,Propriétaire,8,0,2,888,1
116235,106000,Non,Propriétaire,10,13,1,59,0
116236,55554,Oui,Locataire gratuit,27,0,1,708,0
116237,43908,Non,Locataire gratuit,18,15,1,4242,0
116238,107000,Oui,Propriétaire,25,16,2,1555,1
116239,108000,Oui,Propriétaire,13,5,2,375,0
116240,44193,Oui,Locataire gratuit,18,3,1,260,0
116241,45115,Oui,Location,11,13,2,5189,1
116242,58505,Oui,Propriétaire,11,9,2,668,0
116243,109000,Non,Locataire gratuit,19,0,1,25,1
116244,49008,Oui,Location,10,16,2,216,0
116245,54013,Oui,Location,9,4,1,996,0
116246,110000,Oui,Propriétaire,19,6,2,1655,1
116247,54603,Non,Propriétaire,8,30,2,1562,1
116248,48511,Non,Propriétaire,21,25,1,793,0
116249,111000,Oui,Propriétaire,7,6,1,495,1
116250,44997,Non,Locataire gratuit,6,18,1,1238,1
116251,112000,Non,Location,4,10,2,154,1
116252,43482,Oui,Propriétaire,4,1,1,361,1
116253,43989,Oui,Propriétaire,8,10,1,30,1
116254,56891,Non,Propriétaire,26,1,1,1543,1
116255,113000,Oui,Location,17,13,1,6156,0
116256,114000,Oui,Location,1,15,1,1844,1
116257,115000,Oui,Location,14,15,2,1292,1
116258,56486,Oui,Propriétaire,5,11,1,696,1
116259,49007,Non,Autre,14,18,1,13360,0
116260,116000,Oui,Location,16,15,1,860,1
116261,44202,Non,Propriétaire,1,23,2,2611,0
116262,43890,Oui,Propriétaire,19,18,2,505,1
116263,53201,Non,Propriétaire,18,29,1,17134,0
116264,54673,Oui,Propriétaire,15,22,2,3086,1
116265,117000,Non,Location,25,19,1,331,1
116266,118000,Oui,Location,21,8,2,71,1
116267,47026,Non,Location,23,18,2,1368,0
116268,46645,Non,Propriétaire,19,4,1,884,0
116269,45970,Non,Propriétaire,11,7,1,579,0
116270,119000,Non,Location,17,7,1,3865,0
116271,45659,Oui,Locataire gratuit,12,17,1,9466,1
116272,43761,Non,Propriétaire,10,6,1,1418,0
116273,46785,Oui,Location,14,4,1,1227,1
116274,120000,Oui,Propriétaire,21,26,1,3819,0
116275,121000,Non,Propriétaire,11,3,2,1169,0
116276,47734,Oui,Logement social,23,6,2,2631,1
116277,122000,Oui,Location,1,11,2,453,0
116278,44095,Oui,Location,13,4,1,368,0
116279,123000,Non,Propriétaire,2,13,2,804,1
116280,124000,Oui,Propriétaire,1,19,1,1878,0
116281,43408,Oui,Propriétaire,10,4,2,1106,0
116282,57004,Oui,Location,14,31,1,3561,0
116283,45159,Non,Propriétaire,6,12,1,2310,0
116284,48931,Oui,Propriétaire,11,19,2,652,0
116285,45081,Non,Propriétaire,14,15,2,713,1
116286,125000,Oui,Propriétaire,4,16,1,3467,1
116287,43707,Oui,Propriétaire,8,9,1,1131,0
116288,45721,Oui,Autre,3,14,1,294,1
116289,126000,Non,Propriétaire,23,0,2,2219,0
116290,45750,Oui,Locataire gratuit,13,13,1,1930,1
116291,44477,Non,Location,19,15,1,351,0
116292,127000,Non,Location,3,5,1,6805,0
116293,55390,Non,Autre,23,3,1,812,0
116294,128000,Oui,Location,10,8,1,237,1
116295,129000,Oui,Location,17,0,2,274,0
116296,130000,Non,Location,18,16,2,2527,1
116297,45537,Oui,Location,22,21,2,2698,1
116298,44892,Oui,Location,12,2,2,3337,0
116299,43677,Oui,Logement social,16,9,1,740,0
116300,52887,Oui,Location,10,9,2,1339,0
116301,44671,Oui,Location,16,9,2,3971,1
116302,44039,Oui,Location,17,6,2,109,1
116303,49850,Oui,Autre,5,1,2,1265,1
116304,50631,Oui,Location,26,21,2,2132,0
116305,56470,Oui,Location,31,15,2,390,0
116306,54777,Oui,Locataire gratuit,26,17,2,2814,1
116307,44597,Oui,Propriétaire,10,12,2,468,0
116308,44270,Oui,Propriétaire,3,22,2,962,1
116309,45712,Oui,Propriétaire,14,15,2,2216,0
116310,53307,Oui,Propriétaire,8,27,2,1984,1
116311,43977,Oui,Locataire gratuit,14,12,1,4763,1
116312,58785,Non,Location,31,16,2,1111,0
116313,55140,Non,Propriétaire,20,13,2,5095,0
116314,46501,Oui,Location,5,5,2,327,1
116315,45368,Non,Propriétaire,4,2,2,711,1
116316,43651,Oui,Location,4,11,2,527,1
116317,46119,Oui,Location,1,6,1,104,0
116318,45217,Non,Propriétaire,17,8,2,445,1
116319,44682,Oui,Location,12,9,1,1192,1
116320,45390,Oui,Propriétaire,3,2,2,154,0
116321,57388,Oui,Location,23,22,1,3450,0
116322,49789,Oui,Propriétaire,2,4,2,44,0
116323,47623,Oui,Propriétaire,12,7,2,1358,1
116324,44306,Oui,Propriétaire,15,19,2,7995,1
116325,43185,Non,Autre,0,8,1,20,0
116326,45194,Non,Propriétaire,15,10,2,1678,1
116327,43876,Oui,Location,13,0,2,98,1
116328,53550,Non,Locataire gratuit,11,23,1,544,1
116329,50816,Oui,Propriétaire,0,17,2,2031,1
116330,59944,Oui,Propriétaire,20,11,2,3894,0
116331,54451,Oui,Location,14,30,1,3312,1
116332,43794,Oui,Location,9,6,2,1430,0
116333,45452,Oui,Location,12,24,1,5490,1
116334,44787,Oui,Location,9,4,2,982,0
116335,53983,Oui,Location,1,9,2,2117,0
116336,44261,Non,Propriétaire,9,22,1,823,1
116337,43151,Non,Location,6,9,1,681,1
116338,50552,Oui,Propriétaire,5,23,1,466,0
116339,51385,Oui,Location,14,10,1,777,0
116340,47111,Oui,Location,1,14,2,1001,1
116341,48607,Oui,Location,19,23,2,985,1
116342,43593,Oui,Propriétaire,13,0,1,2315,0
116343,45706,Oui,Location,17,16,2,373,1
116344,44756,Oui,Propriétaire,19,6,1,2117,1
116345,44202,Oui,Propriétaire,8,0,2,748,0
116346,45715,Oui,Propriétaire,8,14,2,772,1
116347,43800,Oui,Propriétaire,0,4,2,725,0
116348,45049,Oui,Propriétaire,6,16,2,1345,1
116349,44974,Oui,Propriétaire,14,18,2,2772,0
116350,44956,Non,Location,21,21,2,806,1
116351,56087,Non,Propriétaire,27,18,1,4818,1
116352,48336,Non,Location,16,2,2,1227,0
116353,55642,Oui,Propriétaire,4,22,2,240,0
116354,52725,Oui,Propriétaire,26,9,2,12,0
116355,43795,Oui,Location,17,5,2,1171,0
116356,43650,Oui,Propriétaire,8,12,1,267,0
116357,43972,Oui,Location,0,13,1,340,1
116358,43330,Oui,Propriétaire,9,6,1,25,1
116359,59193,Oui,Propriétaire,26,0,2,2295,1
116360,44483,Non,Location,16,15,2,116,0
116361,43185,Oui,Propriétaire,1,9,2,1646,0
116362,50295,Non,Propriétaire,3,12,1,298,0
116363,46955,Non,Location,16,1,2,201,1
116364,51383,Non,Propriétaire,19,12,2,1119,1
116365,52540,Oui,Location,0,15,2,397,0
116366,55897,Non,Propriétaire,13,2,2,315,0
116367,44781,Oui,Propriétaire,15,4,1,331,0
116368,45217,Oui,Location,19,8,1,732,0
116369,44895,Oui,Location,8,0,2,888,1
116370,45209,Oui,Location,4,9,2,658,0
116371,45813,Non,Location,10,13,1,59,0
116372,43202,Oui,Propriétaire,17,7,1,1412,1
116373,45687,Oui,Propriétaire,22,16,2,1064,1
116374,49745,Non,Propriétaire,24,6,1,518,1
116375,53552,Oui,Location,19,22,2,1255,1
116376,52118,Oui,Location,17,22,2,2771,1
116377,55554,Oui,Propriétaire,27,0,1,708,0
116378,54792,Oui,Location,22,17,1,1223,0
116379,52973,Non,Location,13,3,1,2535,0
116380,52961,Oui,Location,17,4,1,1853,1
116381,43908,Non,Propriétaire,18,15,1,4242,0
116382,57718,Oui,Propriétaire,25,16,2,1555,1
116383,44052,Oui,Propriétaire,13,5,2,375,0
116384,44613,Non,Locataire gratuit,17,11,2,2134,0
116385,44193,Oui,Propriétaire,18,3,1,260,0
116386,45115,Oui,Propriétaire,11,13,2,5189,1
116387,43645,Oui,Propriétaire,5,13,2,502,0
116388,43474,Oui,Propriétaire,17,1,1,270,1
116389,43322,Oui,Propriétaire,15,6,2,218,1
116390,49678,Oui,Propriétaire,11,8,2,564,0
116391,56849,Oui,Propriétaire,4,4,1,117,1
116392,50808,Non,Location,19,18,2,457,0
116393,58505,Oui,Propriétaire,11,9,2,668,0
116394,51945,Non,Locataire gratuit,19,0,1,25,1
116395,49075,Non,Propriétaire,7,16,2,133,0
116396,56087,Oui,Location,14,16,2,1386,1
116397,53115,Oui,Propriétaire,12,1,2,674,0
116398,49008,Oui,Location,10,16,2,216,0
116399,54013,Oui,Location,9,4,1,996,0
116400,53195,Non,Propriétaire,8,31,2,7757,1
116401,52896,Oui,Propriétaire,19,6,2,1655,1
116402,54603,Non,Propriétaire,8,30,2,1562,1
116403,48511,Non,Propriétaire,21,25,1,793,0
116404,59036,Oui,Propriétaire,7,6,1,495,1
116405,53559,Oui,Propriétaire,7,19,2,2646,0
116406,44997,Non,Locataire gratuit,6,18,1,1238,1
116407,44442,Oui,Location,12,16,1,578,0
116408,44187,Oui,Propriétaire,19,3,1,693,0
116409,44617,Non,Location,4,10,2,154,1
116410,44684,Oui,Propriétaire,6,9,1,194,1
116411,44831,Oui,Location,15,2,1,1597,1
116412,43482,Oui,Propriétaire,4,1,1,361,1
116413,43989,Oui,Propriétaire,8,10,1,30,1
116414,43957,Non,Propriétaire,18,13,2,286,1
116415,47833,Oui,Propriétaire,9,6,1,854,0
116416,56891,Non,Propriétaire,26,1,1,1543,1
116417,58026,Oui,Location,17,13,1,6156,0
116418,53791,Oui,Location,1,15,1,1844,1
116419,59463,Non,Propriétaire,2,9,2,1298,1
116420,44159,Oui,Location,6,4,1,1110,0
116421,59508,Oui,Propriétaire,2,19,1,3671,1
116422,51219,Oui,Location,14,15,2,1292,1
116423,56486,Oui,Propriétaire,5,11,1,696,1
116424,47623,Non,Propriétaire,23,7,1,784,1
116425,49007,Non,Propriétaire,14,18,1,13360,0
116426,43895,Oui,Propriétaire,7,18,1,446,1
116427,55497,Oui,Location,7,3,1,637,1
116428,45066,Oui,Location,16,15,1,860,1
116429,44202,Non,Propriétaire,1,23,2,2611,0
116430,45518,Oui,Propriétaire,17,22,1,8231,1
116431,43890,Oui,Propriétaire,19,18,2,505,1
116432,44772,Oui,Propriétaire,9,6,1,469,0
116433,44271,Oui,Location,17,20,1,284,1
116434,43874,Non,Location,18,0,2,1320,1
116435,43888,Oui,Location,16,21,1,3820,1
116436,44194,Oui,Location,16,2,2,1007,1
116437,53201,Non,Propriétaire,18,29,1,17134,0
116438,45238,Oui,Location,9,6,2,326,1
116439,54673,Oui,Propriétaire,15,22,2,3086,1
116440,46949,Oui,Propriétaire,0,2,2,1634,1
116441,57689,Non,Location,25,19,1,331,1
116442,45869,Oui,Location,21,8,2,71,1
116443,43799,Oui,Propriétaire,11,4,1,145,0
116444,47026,Non,Propriétaire,23,18,2,1368,0
116445,46645,Non,Propriétaire,19,4,1,884,0
116446,44048,Non,Propriétaire,0,6,1,222,0
116447,45970,Non,Propriétaire,11,7,1,579,0
116448,45949,Non,Location,17,7,1,3865,0
116449,45659,Oui,Propriétaire,12,17,1,9466,1
116450,43750,Non,Propriétaire,13,6,1,988,1
116451,44318,Oui,Propriétaire,8,19,1,2096,0
116452,43761,Non,Propriétaire,10,6,1,1418,0
116453,45673,Oui,Propriétaire,22,16,1,359,0
116454,54938,Non,Propriétaire,5,15,2,268,0
116455,49409,Oui,Propriétaire,11,12,2,107,1
116456,54021,Oui,Location,2,4,1,101,1
116457,48084,Oui,Location,10,3,2,555,1
116458,50799,Oui,Location,22,19,2,1919,0
116459,46785,Oui,Location,14,4,1,1227,1
116460,53365,Oui,Location,21,26,1,3819,0
116461,50515,Non,Location,3,5,1,1642,1
116462,55421,Non,Location,11,3,2,1169,0
116463,47734,Oui,Logement social,23,6,2,2631,1
116464,44449,Oui,Location,9,16,1,4168,0
116465,55777,Oui,Location,1,11,2,453,0
116466,47422,Oui,Location,11,12,2,2010,1
116467,50302,Oui,Location,20,9,2,455,0
116468,44095,Oui,Location,13,4,1,368,0
116469,45153,Non,Location,2,13,2,804,1
116470,43820,Non,Propriétaire,3,3,2,230,0
116471,43633,Oui,Locataire gratuit,14,16,1,6100,0
116472,43976,Non,Locataire gratuit,18,12,2,745,0
116473,43835,Oui,Propriétaire,3,1,2,1501,1
116474,45621,Oui,Location,1,19,1,1878,0
116475,45849,Non,Location,13,9,2,364,1
116476,43408,Oui,Propriétaire,10,4,2,1106,0
116477,44394,Non,Propriétaire,20,17,1,2041,0
116478,43982,Oui,Propriétaire,13,11,2,1055,0
116479,44936,Oui,Propriétaire,1,22,1,4502,0
116480,57004,Oui,Location,14,31,1,3561,0
116481,52545,Oui,Propriétaire,25,14,1,1125,0
116482,48061,Oui,Location,3,5,2,296,0
116483,50075,Oui,Location,4,18,2,3768,0
116484,43303,Oui,Propriétaire,2,7,2,866,1
116485,45159,Non,Propriétaire,6,12,1,2310,0
116486,48931,Oui,Propriétaire,11,19,2,652,0
116487,44363,Oui,Propriétaire,5,19,1,1609,1
116488,44413,Oui,Location,13,16,2,885,0
116489,49988,Oui,Location,14,21,2,2660,0
116490,45450,Oui,Propriétaire,15,24,1,4217,0
116491,45081,Non,Propriétaire,14,15,2,713,1
116492,47470,Non,Location,9,12,1,2111,0
116493,44272,Oui,Propriétaire,12,20,1,645,1
116494,44460,Oui,Propriétaire,4,16,1,3467,1
116495,43707,Oui,Propriétaire,8,9,1,1131,0
116496,45419,Oui,Propriétaire,1,2,2,231,0
116497,45721,Oui,Propriétaire,3,14,1,294,1
116498,45103,Non,Propriétaire,21,14,1,2327,1
116499,55112,Oui,Autre,10,14,2,4113,1
116500,46823,Oui,Propriétaire,22,2,1,94,1
116501,56590,Oui,Propriétaire,27,8,2,332,0
116502,57683,Oui,Propriétaire,14,24,1,3275,1
116503,55752,Oui,Propriétaire,5,11,2,2048,1
116504,46168,Oui,Location,0,6,1,3762,1
116505,55565,Non,Location,23,0,2,2219,0
116506,50076,Oui,Propriétaire,0,17,1,460,1
116507,45750,Oui,Propriétaire,13,13,1,1930,1
116508,45904,Oui,Propriétaire,22,7,1,60,0
116509,44477,Non,Propriétaire,19,15,1,351,0
116510,45841,Non,Propriétaire,11,12,2,4159,0
116511,44010,Oui,Propriétaire,4,7,2,542,1
116512,44378,Oui,Location,9,18,2,306,0
116513,45246,Non,Location,6,5,1,737,1
116514,45266,Non,Location,3,5,1,6805,0
116515,43362,Oui,Location,15,4,2,434,1
116516,59393,Non,Location,34,18,2,2746,0
116517,56523,Oui,Location,20,10,1,2066,0
116518,55390,Non,Propriétaire,23,3,1,812,0
116519,50445,Oui,Location,10,8,1,237,1
116520,49529,Oui,Location,9,10,1,342,0
116521,47161,Oui,Propriétaire,0,13,2,1096,1
116522,47019,Non,Propriétaire,11,21,1,1138,1
116523,53731,Non,Propriétaire,26,16,2,13160,1
116524,43514,Oui,Location,17,0,2,274,0
116525,52495,Non,Location,18,16,2,2527,1
116526,45537,Oui,Location,22,21,2,2698,1
116527,55215,Oui,Propriétaire,1,6,2,1930,0
116528,44892,Oui,Propriétaire,12,2,2,3337,0
116529,52173,Oui,Location,4,22,2,689,0
116530,49407,Non,Location,23,13,2,1793,0
116531,49415,Oui,Location,17,11,1,150,0
116532,43622,Oui,Location,8,18,1,3828,1
116533,44298,Non,Location,16,19,2,763,0
116534,45463,Oui,Propriétaire,2,23,2,478,1
116535,44705,Oui,Propriétaire,0,8,1,230,0
116536,50621,Non,Propriétaire,24,22,2,1047,0
116537,49600,Oui,Propriétaire,5,9,2,3366,1
116538,48599,Oui,Location,16,25,1,1363,1
116539,43677,Oui,Propriétaire,16,9,1,740,0
116540,45993,Non,Propriétaire,6,7,2,311,0
116541,52887,Oui,Location,10,9,2,1339,0
116542,44671,Oui,Location,16,9,2,3971,1
116543,50199,Oui,Propriétaire,5,12,1,1230,0
116544,54671,Oui,Location,25,28,2,3612,0
116545,53180,Oui,Propriétaire,9,31,2,11860,0
116546,43120,Oui,Locataire gratuit,4,10,1,801,1
116547,44039,Oui,Propriétaire,17,6,2,109,1
116548,43293,Non,Location,16,7,1,2207,1
116549,44534,Non,Propriétaire,9,13,2,805,0
116550,43739,Non,Propriétaire,3,7,1,2247,1
116551,43648,Non,Propriétaire,14,12,1,2496,1
116552,45283,Non,Locataire gratuit,15,3,1,1460,1
116553,59276,Oui,Propriétaire,20,21,2,8000,1
116554,49850,Oui,Propriétaire,5,1,2,1265,1
116555,47568,Oui,Location,5,11,2,2391,1
116556,50833,Oui,Locataire gratuit,21,16,1,760,1
116557,50631,Oui,Propriétaire,26,21,2,2132,0
116558,57520,Oui,Propriétaire,25,19,1,890,0
116559,59179,Oui,Propriétaire,29,5,1,5780,1
116560,59692,Non,Propriétaire,11,3,1,469,0
116561,56470,Oui,Location,31,15,2,390,0
116562,51859,Oui,Location,19,2,2,369,1
116563,54777,Oui,Locataire gratuit,26,17,2,2814,1
116564,44597,Oui,Propriétaire,10,12,2,468,0
116565,44728,Oui,Location,2,7,2,847,0
116566,45584,Non,Location,2,19,1,1256,0
116567,44582,Non,Propriétaire,1,13,1,1581,1
116568,44270,Oui,Propriétaire,3,22,2,962,1
116569,45549,Non,Propriétaire,2,21,1,5791,0
116570,45712,Oui,Propriétaire,14,15,2,2216,0
116571,45654,Oui,Location,6,18,2,5471,0
116572,44898,Non,Propriétaire,4,22,1,527,0
116573,48414,Non,Location,9,0,2,232,0
116574,53307,Oui,Propriétaire,8,27,2,1984,1
116575,58878,Non,Location,18,9,1,1680,0
116576,43977,Oui,Locataire gratuit,14,12,1,4763,1
116577,51561,Non,Locataire gratuit,17,5,2,3010,0
116578,58785,Non,Location,31,16,2,1111,0
116579,55140,Non,Propriétaire,20,13,2,5095,0
116580,46501,Oui,Location,5,5,2,327,1
116581,70000,Oui,Location,12,25,1,12164,0
116582,45368,Non,Propriétaire,4,2,2,711,1
116583,43651,Oui,Location,4,11,2,527,1
116584,71000,Oui,Location,24,10,1,563,1
116585,72000,Non,Location,21,0,1,83,1
116586,73000,Oui,Location,1,6,1,104,0
116587,74000,Oui,Location,9,4,2,1038,1
116588,45217,Non,Propriétaire,17,8,2,445,1
116589,45240,Non,Location,12,5,2,1320,1
116590,75000,Oui,Location,12,9,1,1192,1
116591,76000,Oui,Location,18,10,1,2518,0
116592,45390,Oui,Propriétaire,3,2,2,154,0
116593,77000,Non,Location,12,5,2,608,1
116594,57598,Oui,Locataire gratuit,25,16,1,2171,1
116595,78000,Non,Location,5,2,1,382,0
116596,57623,Oui,Propriétaire,1,10,1,4133,1
116597,79000,Non,Location,0,10,1,679,1
116598,80000,Oui,Location,23,22,1,3450,0
116599,49789,Oui,Propriétaire,2,4,2,44,0
116600,81000,Oui,Location,12,7,2,1358,1
116601,82000,Non,Location,2,3,1,461,1
116602,44005,Oui,Propriétaire,16,8,2,25,1
116603,83000,Oui,Location,15,19,2,7995,1
116604,43185,Non,Propriétaire,0,8,1,20,0
116605,84000,Oui,Locataire gratuit,11,17,1,2134,1
116606,85000,Oui,Propriétaire,13,3,2,341,1
116607,45194,Non,Propriétaire,15,10,2,1678,1
116608,43876,Oui,Propriétaire,13,0,2,98,1
116609,86000,Oui,Propriétaire,20,16,2,1299,1
116610,87000,Non,Locataire gratuit,11,23,1,544,1
116611,88000,Oui,Propriétaire,0,17,2,2031,1
116612,53660,Oui,Propriétaire,23,17,1,380,1
116613,59944,Oui,Propriétaire,20,11,2,3894,0
116614,54451,Oui,Propriétaire,14,30,1,3312,1
116615,89000,Non,Autre,11,7,1,1562,1
116616,90000,Non,Autre,8,15,1,2003,0
116617,43794,Oui,Propriétaire,9,6,2,1430,0
116618,91000,Non,Location,15,1,1,1147,0
116619,45452,Oui,Propriétaire,12,24,1,5490,1
116620,44787,Oui,Propriétaire,9,4,2,982,0
116621,51498,Oui,Propriétaire,26,9,1,589,1
116622,92000,Oui,Location,21,27,2,684,1
116623,93000,Oui,Location,15,3,1,88,1
116624,52772,Oui,Propriétaire,23,9,2,1348,1
116625,58529,Oui,Propriétaire,0,9,1,1108,0
116626,53983,Oui,Propriétaire,1,9,2,2117,0
116627,94000,Oui,Location,9,20,2,3195,1
116628,95000,Non,Location,2,20,1,452,0
116629,96000,Non,Location,9,22,1,823,1
116630,43823,Non,Propriétaire,14,1,2,2245,1
116631,43151,Non,Propriétaire,6,9,1,681,1
116632,97000,Oui,Location,5,5,1,1250,0
116633,44230,Oui,Propriétaire,9,22,2,3106,0
116634,98000,Oui,Location,5,23,1,466,0
116635,99000,Oui,Location,21,17,2,490,1
116636,53842,Oui,Propriétaire,25,13,2,3115,0
116637,58381,Oui,Location,16,12,1,829,0
116638,51385,Oui,Propriétaire,14,10,1,777,0
116639,100000,Oui,Location,1,14,2,1001,1
116640,49866,Non,Propriétaire,10,24,1,2493,0
116641,48607,Oui,Propriétaire,19,23,2,985,1
116642,43593,Oui,Propriétaire,13,0,1,2315,0
116643,44202,Oui,Propriétaire,8,0,2,748,0
116644,45715,Oui,Propriétaire,8,14,2,772,1
116645,44974,Oui,Locataire gratuit,14,18,2,2772,0
116646,52725,Oui,Location,26,9,2,12,0
116647,101000,Oui,Locataire gratuit,17,5,2,1171,0
116648,43650,Oui,Locataire gratuit,8,12,1,267,0
116649,102000,Non,Propriétaire,16,15,2,116,0
116650,51383,Non,Propriétaire,19,12,2,1119,1
116651,103000,Oui,Logement social,0,15,2,397,0
116652,104000,Oui,Location,19,8,1,732,0
116653,105000,Oui,Propriétaire,8,0,2,888,1
116654,106000,Non,Propriétaire,10,13,1,59,0
116655,55554,Oui,Locataire gratuit,27,0,1,708,0
116656,43908,Non,Locataire gratuit,18,15,1,4242,0
116657,107000,Oui,Propriétaire,25,16,2,1555,1
116658,108000,Oui,Propriétaire,13,5,2,375,0
116659,44193,Oui,Locataire gratuit,18,3,1,260,0
116660,45115,Oui,Location,11,13,2,5189,1
116661,58505,Oui,Propriétaire,11,9,2,668,0
116662,109000,Non,Locataire gratuit,19,0,1,25,1
116663,49008,Oui,Location,10,16,2,216,0
116664,54013,Oui,Location,9,4,1,996,0
116665,110000,Oui,Propriétaire,19,6,2,1655,1
116666,54603,Non,Propriétaire,8,30,2,1562,1
116667,48511,Non,Propriétaire,21,25,1,793,0
116668,111000,Oui,Propriétaire,7,6,1,495,1
116669,44997,Non,Locataire gratuit,6,18,1,1238,1
116670,112000,Non,Location,4,10,2,154,1
116671,43482,Oui,Propriétaire,4,1,1,361,1
116672,43989,Oui,Propriétaire,8,10,1,30,1
116673,56891,Non,Propriétaire,26,1,1,1543,1
116674,113000,Oui,Location,17,13,1,6156,0
116675,114000,Oui,Location,1,15,1,1844,1
116676,115000,Oui,Location,14,15,2,1292,1
116677,56486,Oui,Propriétaire,5,11,1,696,1
116678,49007,Non,Autre,14,18,1,13360,0
116679,116000,Oui,Location,16,15,1,860,1
116680,44202,Non,Propriétaire,1,23,2,2611,0
116681,43890,Oui,Propriétaire,19,18,2,505,1
116682,53201,Non,Propriétaire,18,29,1,17134,0
116683,54673,Oui,Propriétaire,15,22,2,3086,1
116684,117000,Non,Location,25,19,1,331,1
116685,118000,Oui,Location,21,8,2,71,1
116686,47026,Non,Location,23,18,2,1368,0
116687,46645,Non,Propriétaire,19,4,1,884,0
116688,45970,Non,Propriétaire,11,7,1,579,0
116689,119000,Non,Location,17,7,1,3865,0
116690,45659,Oui,Locataire gratuit,12,17,1,9466,1
116691,43761,Non,Propriétaire,10,6,1,1418,0
116692,46785,Oui,Location,14,4,1,1227,1
116693,120000,Oui,Propriétaire,21,26,1,3819,0
116694,121000,Non,Propriétaire,11,3,2,1169,0
116695,47734,Oui,Logement social,23,6,2,2631,1
116696,122000,Oui,Location,1,11,2,453,0
116697,44095,Oui,Location,13,4,1,368,0
116698,123000,Non,Propriétaire,2,13,2,804,1
116699,124000,Oui,Propriétaire,1,19,1,1878,0
116700,43408,Oui,Propriétaire,10,4,2,1106,0
116701,57004,Oui,Location,14,31,1,3561,0
116702,45159,Non,Propriétaire,6,12,1,2310,0
116703,48931,Oui,Propriétaire,11,19,2,652,0
116704,45081,Non,Propriétaire,14,15,2,713,1
116705,125000,Oui,Propriétaire,4,16,1,3467,1
116706,43707,Oui,Propriétaire,8,9,1,1131,0
116707,45721,Oui,Autre,3,14,1,294,1
116708,126000,Non,Propriétaire,23,0,2,2219,0
116709,45750,Oui,Locataire gratuit,13,13,1,1930,1
116710,44477,Non,Location,19,15,1,351,0
116711,127000,Non,Location,3,5,1,6805,0
116712,55390,Non,Autre,23,3,1,812,0
116713,128000,Oui,Location,10,8,1,237,1
116714,129000,Oui,Location,17,0,2,274,0
116715,130000,Non,Location,18,16,2,2527,1
116716,45537,Oui,Location,22,21,2,2698,1
116717,44892,Oui,Location,12,2,2,3337,0
116718,43677,Oui,Logement social,16,9,1,740,0
116719,52887,Oui,Location,10,9,2,1339,0
116720,44671,Oui,Location,16,9,2,3971,1
116721,44039,Oui,Location,17,6,2,109,1
116722,49850,Oui,Autre,5,1,2,1265,1
116723,50631,Oui,Location,26,21,2,2132,0
116724,56470,Oui,Location,31,15,2,390,0
116725,54777,Oui,Locataire gratuit,26,17,2,2814,1
116726,44597,Oui,Propriétaire,10,12,2,468,0
116727,44270,Oui,Propriétaire,3,22,2,962,1
116728,45712,Oui,Propriétaire,14,15,2,2216,0
116729,53307,Oui,Propriétaire,8,27,2,1984,1
116730,43977,Oui,Locataire gratuit,14,12,1,4763,1
116731,58785,Non,Location,31,16,2,1111,0
116732,55140,Non,Propriétaire,20,13,2,5095,0
116733,46501,Oui,Location,5,5,2,327,1
116734,45368,Non,Propriétaire,4,2,2,711,1
116735,43651,Oui,Location,4,11,2,527,1
116736,46119,Oui,Location,1,6,1,104,0
116737,45217,Non,Propriétaire,17,8,2,445,1
116738,44682,Oui,Location,12,9,1,1192,1
116739,45390,Oui,Propriétaire,3,2,2,154,0
116740,57388,Oui,Location,23,22,1,3450,0
116741,49789,Oui,Propriétaire,2,4,2,44,0
