ID,Montant_du_pret,Prix_de_Vente,Localisation
114145,66050,284500,120
114146,169350,164000,101
114147,53700,150000,100
114148,74800,290000,110
114149,109100,145000,130
114150,111050,156000,100
114151,89750,260000,110
114152,77600,150000,100
114153,95500,260000,120
114154,89150,193000,101
114155,80700,176000,100
114156,9250,275000,100
114157,83750,499250,100
114158,58050,410000,101
114159,55450,570000,100
114160,159050,153000,100
114161,118550,173900,100
114162,70050,165000,111
114163,42400,110000,100
114164,243750,200000,100
114165,66050,255000,100
114166,129150,162000,101
114167,69600,348500,100
114168,162750,197307,100
114169,118750,180000,100
114170,99150,315000,100
114171,92400,325000,100
114172,69550,145000,130
114173,60450,475000,110
114174,92800,132000,100
114175,130100,149000,100
114176,170500,340000,100
114177,112450,192500,100
114178,65100,300000,100
114179,102500,230000,100
114180,107150,245000,130
114181,143550,150000,100
114182,62150,285000,100
114183,87300,285000,100
114184,89000,146000,130
114185,92600,195000,100
114186,106050,182500,130
114187,67200,121000,100
114188,120650,190000,100
114189,77950,190000,100
114190,84300,140000,110
114191,92900,192000,100
114192,93650,125000,100
114193,79250,245000,100
114194,118850,440000,110
114195,113550,209000,101
114196,82900,220000,130
114197,213600,550000,100
114198,71800,231000,130
114199,93100,250000,120
114200,34250,250000,130
114201,103750,195000,100
114202,88850,1000000,110
114203,111950,175000,110
114204,109150,190000,100
114205,85600,185000,130
114206,120500,270000,130
114207,65900,235000,120
114208,45350,455000,100
114209,31100,299500,100
114210,70550,240000,110
114211,108950,260000,100
114212,86300,135000,100
114213,78450,200000,111
114214,89100,215000,100
114215,94750,130000,100
114216,111450,330000,120
114217,74150,275000,130
114218,85400,545000,100
114219,90700,325000,100
114220,103400,325000,100
114221,60900,265000,100
114222,114700,145000,100
114223,114550,315000,120
114224,73200,475000,110
114225,117100,242500,110
114226,53650,105000,101
114227,93400,200000,100
114228,73650,275000,130
114229,132200,275000,130
114230,94200,305000,130
114231,129150,273000,120
114232,53300,252500,100
114233,72600,250000,120
114234,80750,300000,130
114235,98800,750000,110
114236,94400,150000,100
114237,90200,143000,101
114238,100400,328000,100
114239,81750,295000,100
114240,95850,319000,100
114241,80100,323600,100
114242,72900,320000,110
114243,68800,380000,110
114244,74300,260000,101
114245,105100,425000,110
114246,44150,170000,100
114247,128200,180000,130
114248,72750,145000,100
114249,107600,145000,110
114250,104550,170000,100
114251,129850,137000,100
114252,73400,259000,100
114253,90850,280000,110
114254,95150,264000,130
114255,81500,170000,100
114256,89100,95000,101
114257,37050,575000,120
114258,59250,349900,130
114259,44150,98000,100
114260,112850,153000,100
114261,78000,355000,100
114262,74100,525000,100
114263,96300,355000,100
114264,73500,525000,100
114265,75350,245000,130
114266,81250,235000,100
114267,61400,950000,110
114268,33800,210000,120
114269,79550,222500,101
114270,82500,215000,120
114271,96900,240000,120
114272,101650,150000,100
114273,58600,240000,120
114274,89150,310000,100
114275,114200,185000,101
114276,73850,103000,101
114277,89250,650000,101
114278,84650,349000,100
114279,59150,170000,120
114280,44300,159900,100
114281,83900,165000,100
114282,86150,235000,100
114283,69150,254500,130
114284,93650,420000,111
114285,119500,125000,130
114286,79150,190000,100
114287,62850,155000,130
114288,93050,235000,100
114289,42150,500000,130
114290,66050,284500,120
114291,169350,164000,101
114292,46000,875000,100
114293,53150,125000,100
114294,69400,325000,100
114295,71950,275000,100
114296,57250,117000,100
114297,77750,125000,101
114298,53700,150000,100
114299,74800,290000,110
114300,49000,149900,101
114301,91000,273500,120
114302,104550,309534,110
114303,109100,145000,130
114304,111050,156000,100
114305,136450,600000,100
114306,89750,260000,110
114307,77600,150000,100
114308,95500,260000,120
114309,89150,193000,101
114310,101050,537500,100
114311,80700,176000,100
114312,76000,300000,100
114313,93100,185000,100
114314,9250,275000,100
114315,39650,1290000,110
114316,87900,161000,100
114317,83750,499250,100
114318,58050,410000,101
114319,78100,350000,110
114320,129200,200000,130
114321,55450,570000,100
114322,159050,153000,100
114323,118550,173900,100
114324,47650,222000,100
114325,77350,210000,100
114326,105950,135000,130
114327,70050,165000,111
114328,42400,110000,100
114329,86300,290000,100
114330,243750,200000,100
114331,90850,400000,110
114332,89800,229500,100
114333,66050,255000,100
114334,129150,162000,101
114335,164850,260000,130
114336,69600,348500,100
114337,79500,1060000,101
114338,61850,200000,130
114339,102950,258000,100
114340,72400,220000,100
114341,85500,565000,120
114342,162750,197307,100
114343,55150,160000,120
114344,118750,180000,100
114345,97200,300000,110
114346,99150,315000,100
114347,92400,325000,100
114348,88100,220000,100
114349,69550,145000,130
114350,60450,475000,110
114351,101550,299000,101
114352,92800,132000,100
114353,130100,149000,100
114354,170500,340000,100
114355,70600,443000,100
114356,92400,150876,100
114357,112450,192500,100
114358,66700,185000,100
114359,82250,235000,130
114360,97450,190000,130
114361,122300,355000,100
114362,105000,265000,100
114363,60200,185000,111
114364,65100,300000,100
114365,102500,230000,100
114366,127250,106300,130
114367,107150,245000,130
114368,143550,150000,100
114369,84500,258000,100
114370,62150,285000,100
114371,123150,330000,100
114372,104900,535000,100
114373,87300,285000,100
114374,89000,146000,130
114375,120950,395000,110
114376,73300,650000,110
114377,51450,350000,100
114378,122200,144000,100
114379,92600,195000,100
114380,122100,195000,100
114381,106050,182500,130
114382,101000,287500,100
114383,94050,500000,110
114384,110150,360000,110
114385,67200,121000,100
114386,80600,147000,100
114387,96800,190500,100
114388,60950,150000,110
114389,102200,75000,100
114390,120650,190000,100
114391,77950,190000,100
114392,73250,250000,110
114393,46650,165000,100
114394,96450,210000,100
114395,80400,270000,100
114396,84300,140000,110
114397,92550,104000,130
114398,100950,170000,100
114399,92900,192000,100
114400,93650,125000,100
114401,92000,131500,100
114402,79250,245000,100
114403,55750,185000,100
114404,145100,265000,100
114405,65750,281915,100
114406,66050,265000,100
114407,101850,281915,100
114408,66850,565000,100
114409,125200,385000,120
114410,118850,440000,110
114411,93850,675000,130
114412,113550,209000,101
114413,48500,110000,110
114414,82900,220000,130
114415,133500,350000,100
114416,101800,235000,100
114417,74450,582000,120
114418,53000,175000,130
114419,213600,550000,100
114420,43200,650000,391
114421,68450,400000,100
114422,93400,157500,131
114423,71800,231000,130
114424,93100,250000,120
114425,79950,345000,110
114426,48550,365000,110
114427,86450,345000,110
114428,179850,365000,110
114429,34250,250000,130
114430,103750,195000,100
114431,88850,1000000,110
114432,98200,905000,110
114433,111950,175000,110
114434,97200,140000,100
114435,89500,180000,100
114436,64850,180000,101
114437,56250,180000,100
114438,84100,170000,120
114439,133500,215000,100
114440,57200,275000,111
114441,99400,350000,120
114442,90650,330000,100
114443,93850,447000,100
114444,109150,190000,100
114445,86700,199000,100
114446,85600,185000,130
114447,120500,270000,130
114448,100700,199000,100
114449,86100,250000,120
114450,163350,335000,100
114451,62200,215000,100
114452,65900,235000,120
114453,84500,260000,100
114454,87750,200000,130
114455,102750,285000,100
114456,60950,219000,100
114457,130750,167000,100
114458,82650,285000,100
114459,45350,455000,100
114460,129650,285000,100
114461,115850,270000,100
114462,31100,299500,100
114463,119500,430000,121
114464,118850,220000,111
114465,101000,190000,100
114466,70550,240000,110
114467,52900,360000,110
114468,108950,260000,100
114469,86300,135000,100
114470,115800,237500,110
114471,41500,474000,110
114472,104100,238000,101
114473,78450,200000,111
114474,133250,155500,100
114475,89100,215000,100
114476,69150,282000,130
114477,102700,288500,100
114478,92400,250000,110
114479,94750,130000,100
114480,61650,260000,100
114481,111450,330000,120
114482,166300,359850,100
114483,74150,275000,130
114484,85400,545000,100
114485,90700,325000,100
114486,147950,545000,100
114487,103400,325000,100
114488,60900,265000,100
114489,44550,250000,100
114490,40700,498500,100
114491,114700,145000,100
114492,90100,280000,110
114493,114550,315000,120
114494,58400,368000,101
114495,73200,475000,110
114496,125000,325000,100
114497,117100,242500,110
114498,117200,200000,120
114499,51400,207000,100
114500,110900,105000,101
114501,109950,105000,101
114502,104200,105000,101
114503,53650,105000,101
114504,93400,200000,100
114505,73650,275000,130
114506,76650,305000,130
114507,69200,179000,130
114508,132200,275000,130
114509,94200,305000,130
114510,92850,370000,110
114511,40650,290000,130
114512,129150,273000,120
114513,53300,252500,100
114514,87500,290000,100
114515,72600,250000,120
114516,80750,300000,130
114517,79450,378000,100
114518,98800,750000,110
114519,94400,150000,100
114520,94900,260000,100
114521,109150,390000,100
114522,90200,143000,101
114523,75900,215000,100
114524,100400,328000,100
114525,81750,295000,100
114526,101500,295000,100
114527,98450,540000,110
114528,71500,140000,101
114529,83400,285000,100
114530,117750,275000,100
114531,95850,319000,100
114532,108250,211000,130
114533,76100,410000,100
114534,80100,323600,100
114535,97950,175000,130
114536,72900,320000,110
114537,105900,275000,100
114538,5400,350000,100
114539,68800,380000,110
114540,28250,425000,100
114541,61500,625000,100
114542,117500,455000,100
114543,74300,260000,101
114544,105100,425000,110
114545,93400,2095000,101
114546,44150,170000,100
114547,128200,180000,130
114548,104550,170000,100
114549,129850,137000,100
114550,95150,264000,130
114551,44150,98000,100
114552,112850,153000,100
114553,78000,355000,100
114554,75350,245000,130
114555,79550,222500,101
114556,82500,215000,120
114557,58600,240000,120
114558,89150,310000,100
114559,73850,103000,101
114560,86150,235000,100
114561,79150,190000,100
114562,62850,155000,130
114563,93050,235000,100
114564,66050,284500,120
114565,169350,164000,101
114566,53700,150000,100
114567,74800,290000,110
114568,109100,145000,130
114569,111050,156000,100
114570,89750,260000,110
114571,77600,150000,100
114572,95500,260000,120
114573,89150,193000,101
114574,80700,176000,100
114575,9250,275000,100
114576,83750,499250,100
114577,58050,410000,101
114578,55450,570000,100
114579,159050,153000,100
114580,118550,173900,100
114581,70050,165000,111
114582,42400,110000,100
114583,243750,200000,100
114584,66050,255000,100
114585,129150,162000,101
114586,69600,348500,100
114587,162750,197307,100
114588,118750,180000,100
114589,99150,315000,100
114590,92400,325000,100
114591,69550,145000,130
114592,60450,475000,110
114593,92800,132000,100
114594,130100,149000,100
114595,170500,340000,100
114596,112450,192500,100
114597,65100,300000,100
114598,102500,230000,100
114599,107150,245000,130
114600,143550,150000,100
114601,62150,285000,100
114602,87300,285000,100
114603,89000,146000,130
114604,92600,195000,100
114605,106050,182500,130
114606,67200,121000,100
114607,120650,190000,100
114608,77950,190000,100
114609,84300,140000,110
114610,92900,192000,100
114611,93650,125000,100
114612,79250,245000,100
114613,118850,440000,110
114614,113550,209000,101
114615,82900,220000,130
114616,213600,550000,100
114617,71800,231000,130
114618,93100,250000,120
114619,34250,250000,130
114620,103750,195000,100
114621,88850,1000000,110
114622,111950,175000,110
114623,109150,190000,100
114624,85600,185000,130
114625,120500,270000,130
114626,65900,235000,120
114627,45350,455000,100
114628,31100,299500,100
114629,70550,240000,110
114630,108950,260000,100
114631,86300,135000,100
114632,78450,200000,111
114633,89100,215000,100
114634,94750,130000,100
114635,111450,330000,120
114636,74150,275000,130
114637,85400,545000,100
114638,90700,325000,100
114639,103400,325000,100
114640,60900,265000,100
114641,114700,145000,100
114642,114550,315000,120
114643,73200,475000,110
114644,117100,242500,110
114645,53650,105000,101
114646,93400,200000,100
114647,73650,275000,130
114648,132200,275000,130
114649,94200,305000,130
114650,129150,273000,120
114651,53300,252500,100
114652,72600,250000,120
114653,80750,300000,130
114654,98800,750000,110
114655,94400,150000,100
114656,90200,143000,101
114657,100400,328000,100
114658,81750,295000,100
114659,95850,319000,100
114660,80100,323600,100
114661,72900,320000,110
114662,68800,380000,110
114663,74300,260000,101
114664,105100,425000,110
114665,44150,170000,100
114666,128200,180000,130
114667,72750,145000,100
114668,107600,145000,110
114669,104550,170000,100
114670,129850,137000,100
114671,73400,259000,100
114672,90850,280000,110
114673,95150,264000,130
114674,81500,170000,100
114675,89100,95000,101
114676,37050,575000,120
114677,59250,349900,130
114678,44150,98000,100
114679,112850,153000,100
114680,78000,355000,100
114681,74100,525000,100
114682,96300,355000,100
114683,73500,525000,100
114684,75350,245000,130
114685,81250,235000,100
114686,61400,950000,110
114687,33800,210000,120
114688,79550,222500,101
114689,82500,215000,120
114690,96900,240000,120
114691,101650,150000,100
114692,58600,240000,120
114693,89150,310000,100
114694,114200,185000,101
114695,73850,103000,101
114696,89250,650000,101
114697,84650,349000,100
114698,59150,170000,120
114699,44300,159900,100
114700,83900,165000,100
114701,86150,235000,100
114702,69150,254500,130
114703,93650,420000,111
114704,119500,125000,130
114705,79150,190000,100
114706,62850,155000,130
114707,93050,235000,100
114708,42150,500000,130
114709,66050,284500,120
114710,169350,164000,101
114711,46000,875000,100
114712,53150,125000,100
114713,69400,325000,100
114714,71950,275000,100
114715,57250,117000,100
114716,77750,125000,101
114717,53700,150000,100
114718,74800,290000,110
114719,49000,149900,101
114720,91000,273500,120
114721,104550,309534,110
114722,109100,145000,130
114723,111050,156000,100
114724,136450,600000,100
114725,89750,260000,110
114726,77600,150000,100
114727,95500,260000,120
114728,89150,193000,101
114729,101050,537500,100
114730,80700,176000,100
114731,76000,300000,100
114732,93100,185000,100
114733,9250,275000,100
114734,39650,1290000,110
114735,87900,161000,100
114736,83750,499250,100
114737,58050,410000,101
114738,78100,350000,110
114739,129200,200000,130
114740,55450,570000,100
114741,159050,153000,100
114742,118550,173900,100
114743,47650,222000,100
114744,77350,210000,100
114745,105950,135000,130
114746,70050,165000,111
114747,42400,110000,100
114748,86300,290000,100
114749,243750,200000,100
114750,90850,400000,110
114751,89800,229500,100
114752,66050,255000,100
114753,129150,162000,101
114754,164850,260000,130
114755,69600,348500,100
114756,79500,1060000,101
114757,61850,200000,130
114758,102950,258000,100
114759,72400,220000,100
114760,85500,565000,120
114761,162750,197307,100
114762,55150,160000,120
114763,118750,180000,100
114764,97200,300000,110
114765,99150,315000,100
114766,92400,325000,100
114767,88100,220000,100
114768,69550,145000,130
114769,60450,475000,110
114770,101550,299000,101
114771,92800,132000,100
114772,130100,149000,100
114773,170500,340000,100
114774,70600,443000,100
114775,92400,150876,100
114776,112450,192500,100
114777,66700,185000,100
114778,82250,235000,130
114779,97450,190000,130
114780,122300,355000,100
114781,105000,265000,100
114782,60200,185000,111
114783,65100,300000,100
114784,102500,230000,100
114785,127250,106300,130
114786,107150,245000,130
114787,143550,150000,100
114788,84500,258000,100
114789,62150,285000,100
114790,123150,330000,100
114791,104900,535000,100
114792,87300,285000,100
114793,89000,146000,130
114794,120950,395000,110
114795,73300,650000,110
114796,51450,350000,100
114797,122200,144000,100
114798,92600,195000,100
114799,122100,195000,100
114800,106050,182500,130
114801,101000,287500,100
114802,94050,500000,110
114803,110150,360000,110
114804,67200,121000,100
114805,80600,147000,100
114806,96800,190500,100
114807,60950,150000,110
114808,102200,75000,100
114809,120650,190000,100
114810,77950,190000,100
114811,73250,250000,110
114812,46650,165000,100
114813,96450,210000,100
114814,80400,270000,100
114815,84300,140000,110
114816,92550,104000,130
114817,100950,170000,100
114818,92900,192000,100
114819,93650,125000,100
114820,92000,131500,100
114821,79250,245000,100
114822,55750,185000,100
114823,145100,265000,100
114824,65750,281915,100
114825,66050,265000,100
114826,101850,281915,100
114827,66850,565000,100
114828,125200,385000,120
114829,118850,440000,110
114830,93850,675000,130
114831,113550,209000,101
114832,48500,110000,110
114833,82900,220000,130
114834,133500,350000,100
114835,101800,235000,100
114836,74450,582000,120
114837,53000,175000,130
114838,213600,550000,100
114839,43200,650000,391
114840,68450,400000,100
114841,93400,157500,131
114842,71800,231000,130
114843,93100,250000,120
114844,79950,345000,110
114845,48550,365000,110
114846,86450,345000,110
114847,179850,365000,110
114848,34250,250000,130
114849,103750,195000,100
114850,88850,1000000,110
114851,98200,905000,110
114852,111950,175000,110
114853,97200,140000,100
114854,89500,180000,100
114855,64850,180000,101
114856,56250,180000,100
114857,84100,170000,120
114858,133500,215000,100
114859,57200,275000,111
114860,99400,350000,120
114861,90650,330000,100
114862,93850,447000,100
114863,109150,190000,100
114864,86700,199000,100
114865,85600,185000,130
114866,120500,270000,130
114867,100700,199000,100
114868,86100,250000,120
114869,163350,335000,100
114870,62200,215000,100
114871,65900,235000,120
114872,84500,260000,100
114873,87750,200000,130
114874,102750,285000,100
114875,60950,219000,100
114876,130750,167000,100
114877,82650,285000,100
114878,45350,455000,100
114879,129650,285000,100
114880,115850,270000,100
114881,31100,299500,100
114882,119500,430000,121
114883,118850,220000,111
114884,101000,190000,100
114885,70550,240000,110
114886,52900,360000,110
114887,108950,260000,100
114888,86300,135000,100
114889,115800,237500,110
114890,41500,474000,110
114891,104100,238000,101
114892,78450,200000,111
114893,133250,155500,100
114894,89100,215000,100
114895,69150,282000,130
114896,102700,288500,100
114897,92400,250000,110
114898,94750,130000,100
114899,61650,260000,100
114900,111450,330000,120
114901,166300,359850,100
114902,74150,275000,130
114903,85400,545000,100
114904,90700,325000,100
114905,147950,545000,100
114906,103400,325000,100
114907,60900,265000,100
114908,44550,250000,100
114909,40700,498500,100
114910,114700,145000,100
114911,90100,280000,110
114912,114550,315000,120
114913,58400,368000,101
114914,73200,475000,110
114915,125000,325000,100
114916,117100,242500,110
114917,117200,200000,120
114918,51400,207000,100
114919,110900,105000,101
114920,109950,105000,101
114921,104200,105000,101
114922,53650,105000,101
114923,93400,200000,100
114924,73650,275000,130
114925,76650,305000,130
114926,69200,179000,130
114927,132200,275000,130
114928,94200,305000,130
114929,92850,370000,110
114930,40650,290000,130
114931,129150,273000,120
114932,53300,252500,100
114933,87500,290000,100
114934,72600,250000,120
114935,80750,300000,130
114936,79450,378000,100
114937,98800,750000,110
114938,94400,150000,100
114939,94900,260000,100
114940,109150,390000,100
114941,90200,143000,101
114942,75900,215000,100
114943,100400,328000,100
114944,81750,295000,100
114945,101500,295000,100
114946,98450,540000,110
114947,71500,140000,101
114948,83400,285000,100
114949,117750,275000,100
114950,95850,319000,100
114951,108250,211000,130
114952,76100,410000,100
114953,80100,323600,100
114954,97950,175000,130
114955,72900,320000,110
114956,105900,275000,100
114957,5400,350000,100
114958,68800,380000,110
114959,28250,425000,100
114960,61500,625000,100
114961,117500,455000,100
114962,74300,260000,101
114963,105100,425000,110
114964,93400,2095000,101
114965,44150,170000,100
114966,128200,180000,130
114967,104550,170000,100
114968,129850,137000,100
114969,95150,264000,130
114970,44150,98000,100
114971,112850,153000,100
114972,78000,355000,100
114973,75350,245000,130
114974,79550,222500,101
114975,82500,215000,120
114976,58600,240000,120
114977,89150,310000,100
114978,73850,103000,101
114979,86150,235000,100
114980,79150,190000,100
114981,62850,155000,130
114982,93050,235000,100
114983,66050,284500,120
114984,169350,164000,101
114985,53700,150000,100
114986,74800,290000,110
114987,109100,145000,130
114988,111050,156000,100
114989,89750,260000,110
114990,77600,150000,100
114991,95500,260000,120
114992,89150,193000,101
114993,80700,176000,100
114994,9250,275000,100
114995,83750,499250,100
114996,58050,410000,101
114997,55450,570000,100
114998,159050,153000,100
114999,118550,173900,100
115000,70050,165000,111
115001,42400,110000,100
115002,243750,200000,100
115003,66050,255000,100
115004,129150,162000,101
115005,69600,348500,100
115006,162750,197307,100
115007,118750,180000,100
115008,99150,315000,100
115009,92400,325000,100
115010,69550,145000,130
115011,60450,475000,110
115012,92800,132000,100
115013,130100,149000,100
115014,170500,340000,100
115015,112450,192500,100
115016,65100,300000,100
115017,102500,230000,100
115018,107150,245000,130
115019,143550,150000,100
115020,62150,285000,100
115021,87300,285000,100
115022,89000,146000,130
115023,92600,195000,100
115024,106050,182500,130
115025,67200,121000,100
115026,120650,190000,100
115027,77950,190000,100
115028,84300,140000,110
115029,92900,192000,100
115030,93650,125000,100
115031,79250,245000,100
115032,118850,440000,110
115033,113550,209000,101
115034,82900,220000,130
115035,213600,550000,100
115036,71800,231000,130
115037,93100,250000,120
115038,34250,250000,130
115039,103750,195000,100
115040,88850,1000000,110
115041,111950,175000,110
115042,109150,190000,100
115043,85600,185000,130
115044,120500,270000,130
115045,65900,235000,120
115046,45350,455000,100
115047,31100,299500,100
115048,70550,240000,110
115049,108950,260000,100
115050,86300,135000,100
115051,78450,200000,111
115052,89100,215000,100
115053,94750,130000,100
115054,111450,330000,120
115055,74150,275000,130
115056,85400,545000,100
115057,90700,325000,100
115058,103400,325000,100
115059,60900,265000,100
115060,114700,145000,100
115061,114550,315000,120
115062,73200,475000,110
115063,117100,242500,110
115064,53650,105000,101
115065,93400,200000,100
115066,73650,275000,130
115067,132200,275000,130
115068,94200,305000,130
115069,129150,273000,120
115070,53300,252500,100
115071,72600,250000,120
115072,80750,300000,130
115073,98800,750000,110
115074,94400,150000,100
115075,90200,143000,101
115076,100400,328000,100
115077,81750,295000,100
115078,95850,319000,100
115079,80100,323600,100
115080,72900,320000,110
115081,68800,380000,110
115082,74300,260000,101
115083,105100,425000,110
115084,44150,170000,100
115085,128200,180000,130
115086,72750,145000,100
115087,107600,145000,110
115088,104550,170000,100
115089,129850,137000,100
115090,73400,259000,100
115091,90850,280000,110
115092,95150,264000,130
115093,81500,170000,100
115094,89100,95000,101
115095,37050,575000,120
115096,59250,349900,130
115097,44150,98000,100
115098,112850,153000,100
115099,78000,355000,100
115100,74100,525000,100
115101,96300,355000,100
115102,73500,525000,100
115103,75350,245000,130
115104,81250,235000,100
115105,61400,950000,110
115106,33800,210000,120
115107,79550,222500,101
115108,82500,215000,120
115109,96900,240000,120
115110,101650,150000,100
115111,58600,240000,120
115112,89150,310000,100
115113,114200,185000,101
115114,73850,103000,101
115115,89250,650000,101
115116,84650,349000,100
115117,59150,170000,120
115118,44300,159900,100
115119,83900,165000,100
115120,86150,235000,100
115121,69150,254500,130
115122,93650,420000,111
115123,119500,125000,130
115124,79150,190000,100
115125,62850,155000,130
115126,93050,235000,100
115127,42150,500000,130
115128,66050,284500,120
115129,169350,164000,101
115130,46000,875000,100
115131,53150,125000,100
115132,69400,325000,100
115133,71950,275000,100
115134,57250,117000,100
115135,77750,125000,101
115136,53700,150000,100
115137,74800,290000,110
115138,49000,149900,101
115139,91000,273500,120
115140,104550,309534,110
115141,109100,145000,130
115142,111050,156000,100
115143,136450,600000,100
115144,89750,260000,110
115145,77600,150000,100
115146,95500,260000,120
115147,89150,193000,101
115148,101050,537500,100
115149,80700,176000,100
115150,76000,300000,100
115151,93100,185000,100
115152,9250,275000,100
115153,39650,1290000,110
115154,87900,161000,100
115155,83750,499250,100
115156,58050,410000,101
115157,78100,350000,110
115158,129200,200000,130
115159,55450,570000,100
115160,159050,153000,100
115161,118550,173900,100
115162,47650,222000,100
115163,77350,210000,100
115164,105950,135000,130
115165,70050,165000,111
115166,42400,110000,100
115167,86300,290000,100
115168,243750,200000,100
115169,90850,400000,110
115170,89800,229500,100
115171,66050,255000,100
115172,129150,162000,101
115173,164850,260000,130
115174,69600,348500,100
115175,79500,1060000,101
115176,61850,200000,130
115177,102950,258000,100
115178,72400,220000,100
115179,85500,565000,120
115180,162750,197307,100
115181,55150,160000,120
115182,118750,180000,100
115183,97200,300000,110
115184,99150,315000,100
115185,92400,325000,100
115186,88100,220000,100
115187,69550,145000,130
115188,60450,475000,110
115189,101550,299000,101
115190,92800,132000,100
115191,130100,149000,100
115192,170500,340000,100
115193,70600,443000,100
115194,92400,150876,100
115195,112450,192500,100
115196,66700,185000,100
115197,82250,235000,130
115198,97450,190000,130
115199,122300,355000,100
115200,105000,265000,100
115201,60200,185000,111
115202,65100,300000,100
115203,102500,230000,100
115204,127250,106300,130
115205,107150,245000,130
115206,143550,150000,100
115207,84500,258000,100
115208,62150,285000,100
115209,123150,330000,100
115210,104900,535000,100
115211,87300,285000,100
115212,89000,146000,130
115213,120950,395000,110
115214,73300,650000,110
115215,51450,350000,100
115216,122200,144000,100
115217,92600,195000,100
115218,122100,195000,100
115219,106050,182500,130
115220,101000,287500,100
115221,94050,500000,110
115222,110150,360000,110
115223,67200,121000,100
115224,80600,147000,100
115225,96800,190500,100
115226,60950,150000,110
115227,102200,75000,100
115228,120650,190000,100
115229,77950,190000,100
115230,73250,250000,110
115231,46650,165000,100
115232,96450,210000,100
115233,80400,270000,100
115234,84300,140000,110
115235,92550,104000,130
115236,100950,170000,100
115237,92900,192000,100
115238,93650,125000,100
115239,92000,131500,100
115240,79250,245000,100
115241,55750,185000,100
115242,145100,265000,100
115243,65750,281915,100
115244,66050,265000,100
115245,101850,281915,100
115246,66850,565000,100
115247,125200,385000,120
115248,118850,440000,110
115249,93850,675000,130
115250,113550,209000,101
115251,48500,110000,110
115252,82900,220000,130
115253,133500,350000,100
115254,101800,235000,100
115255,74450,582000,120
115256,53000,175000,130
115257,213600,550000,100
115258,43200,650000,391
115259,68450,400000,100
115260,93400,157500,131
115261,71800,231000,130
115262,93100,250000,120
115263,79950,345000,110
115264,48550,365000,110
115265,86450,345000,110
115266,179850,365000,110
115267,34250,250000,130
115268,103750,195000,100
115269,88850,1000000,110
115270,98200,905000,110
115271,111950,175000,110
115272,97200,140000,100
115273,89500,180000,100
115274,64850,180000,101
115275,56250,180000,100
115276,84100,170000,120
115277,133500,215000,100
115278,57200,275000,111
115279,99400,350000,120
115280,90650,330000,100
115281,93850,447000,100
115282,109150,190000,100
115283,86700,199000,100
115284,85600,185000,130
115285,120500,270000,130
115286,100700,199000,100
115287,86100,250000,120
115288,163350,335000,100
115289,62200,215000,100
115290,65900,235000,120
115291,84500,260000,100
115292,87750,200000,130
115293,102750,285000,100
115294,60950,219000,100
115295,130750,167000,100
115296,82650,285000,100
115297,45350,455000,100
115298,129650,285000,100
115299,115850,270000,100
115300,31100,299500,100
115301,119500,430000,121
115302,118850,220000,111
115303,101000,190000,100
115304,70550,240000,110
115305,52900,360000,110
115306,108950,260000,100
115307,86300,135000,100
115308,115800,237500,110
115309,41500,474000,110
115310,104100,238000,101
115311,78450,200000,111
115312,133250,155500,100
115313,89100,215000,100
115314,69150,282000,130
115315,102700,288500,100
115316,92400,250000,110
115317,94750,130000,100
115318,61650,260000,100
115319,111450,330000,120
115320,166300,359850,100
115321,74150,275000,130
115322,85400,545000,100
115323,90700,325000,100
115324,147950,545000,100
115325,103400,325000,100
115326,60900,265000,100
115327,44550,250000,100
115328,40700,498500,100
115329,114700,145000,100
115330,90100,280000,110
115331,114550,315000,120
115332,58400,368000,101
115333,73200,475000,110
115334,125000,325000,100
115335,117100,242500,110
115336,117200,200000,120
115337,51400,207000,100
115338,110900,105000,101
115339,109950,105000,101
115340,104200,105000,101
115341,53650,105000,101
115342,93400,200000,100
115343,73650,275000,130
115344,76650,305000,130
115345,69200,179000,130
115346,132200,275000,130
115347,94200,305000,130
115348,92850,370000,110
115349,40650,290000,130
115350,129150,273000,120
115351,53300,252500,100
115352,87500,290000,100
115353,72600,250000,120
115354,80750,300000,130
115355,79450,378000,100
115356,98800,750000,110
115357,94400,150000,100
115358,94900,260000,100
115359,109150,390000,100
115360,90200,143000,101
115361,75900,215000,100
115362,100400,328000,100
115363,81750,295000,100
115364,101500,295000,100
115365,98450,540000,110
115366,71500,140000,101
115367,83400,285000,100
115368,117750,275000,100
115369,95850,319000,100
115370,108250,211000,130
115371,76100,410000,100
115372,80100,323600,100
115373,97950,175000,130
115374,72900,320000,110
115375,105900,275000,100
115376,5400,350000,100
115377,68800,380000,110
115378,28250,425000,100
115379,61500,625000,100
115380,117500,455000,100
115381,74300,260000,101
115382,105100,425000,110
115383,93400,2095000,101
115384,44150,170000,100
115385,128200,180000,130
115386,104550,170000,100
115387,129850,137000,100
115388,95150,264000,130
115389,44150,98000,100
115390,112850,153000,100
115391,78000,355000,100
115392,75350,245000,130
115393,79550,222500,101
115394,82500,215000,120
115395,58600,240000,120
115396,89150,310000,100
115397,73850,103000,101
115398,86150,235000,100
115399,79150,190000,100
115400,62850,155000,130
115401,93050,235000,100
115402,66050,284500,120
115403,169350,164000,101
115404,53700,150000,100
115405,74800,290000,110
115406,109100,145000,130
115407,111050,156000,100
115408,89750,260000,110
115409,77600,150000,100
115410,95500,260000,120
115411,89150,193000,101
115412,80700,176000,100
